SourceName,MinEntries,MaxEntries,LootTable,TableName,Weight,WeightSum,WeightPercent,AlwaysSpawn
Hunger_Ash,1,2,Hunger_Ash,LIT_Cosmetics_All,0.03,231.18999999947846,0.013,False
Hunger_Ash,1,2,Hunger_Ash,LIT_Ash_01,100.0,231.18999999947846,43.2545,False
HighClassCiv_Small,1,2,HighClassCiv,LIT_RecipesLootable_All,0.02,103.86000001057982,0.0193,False
HighClassCiv_Small,1,2,HighClassCiv,LIT_HighClassCiv,92.0,103.86000001057982,88.5808,False
HighClassCiv_Small,1,2,HighClassCiv,LIT_GlobalItems_05_Legendary,0.03,103.86000001057982,0.0289,False
HighClassCiv_Small,1,2,HighClassCiv,LIT_GlobalItems_04_Epic,0.3,103.86000001057982,0.2889,False
HighClassCiv_Small,1,2,HighClassCiv,LIT_GlobalItems_03_Rare,1.5,103.86000001057982,1.4443,False
HighClassCiv_Small,1,2,HighClassCiv,LIT_GlobalItems_02_Uncommon,10.0,103.86000001057982,9.6283,False
HighClassCiv_Small,1,2,HighClassCiv,LIT_Cosmetics_All,0.01,103.86000001057982,0.0096,False
HighClassCiv_Medium,2,4,HighClassCiv,LIT_RecipesLootable_All,0.02,103.86000001057982,0.0193,False
HighClassCiv_Medium,2,4,HighClassCiv,LIT_HighClassCiv,92.0,103.86000001057982,88.5808,False
HighClassCiv_Medium,2,4,HighClassCiv,LIT_GlobalItems_05_Legendary,0.03,103.86000001057982,0.0289,False
HighClassCiv_Medium,2,4,HighClassCiv,LIT_GlobalItems_04_Epic,0.3,103.86000001057982,0.2889,False
HighClassCiv_Medium,2,4,HighClassCiv,LIT_GlobalItems_03_Rare,1.5,103.86000001057982,1.4443,False
HighClassCiv_Medium,2,4,HighClassCiv,LIT_GlobalItems_02_Uncommon,10.0,103.86000001057982,9.6283,False
HighClassCiv_Medium,2,4,HighClassCiv,LIT_Cosmetics_All,0.01,103.86000001057982,0.0096,False
HighClassCiv_Large,3,5,HighClassCiv,LIT_RecipesLootable_All,0.02,103.86000001057982,0.0193,False
HighClassCiv_Large,3,5,HighClassCiv,LIT_HighClassCiv,92.0,103.86000001057982,88.5808,False
HighClassCiv_Large,3,5,HighClassCiv,LIT_GlobalItems_05_Legendary,0.03,103.86000001057982,0.0289,False
HighClassCiv_Large,3,5,HighClassCiv,LIT_GlobalItems_04_Epic,0.3,103.86000001057982,0.2889,False
HighClassCiv_Large,3,5,HighClassCiv,LIT_GlobalItems_03_Rare,1.5,103.86000001057982,1.4443,False
HighClassCiv_Large,3,5,HighClassCiv,LIT_GlobalItems_02_Uncommon,10.0,103.86000001057982,9.6283,False
HighClassCiv_Large,3,5,HighClassCiv,LIT_Cosmetics_All,0.01,103.86000001057982,0.0096,False
Grave_Medium,1,4,Graveyard,LIT_Grave,730.0,811.019999999553,90.0101,False
Grave_Medium,1,4,Graveyard,LIT_GlobalItems_05_Legendary,0.02,811.019999999553,0.0025,False
Grave_Medium,1,4,Graveyard,LIT_GlobalItems_04_Epic,1.0,811.019999999553,0.1233,False
Grave_Medium,1,4,Graveyard,LIT_GlobalItems_03_Rare,10.0,811.019999999553,1.233,False
Grave_Medium,1,4,Graveyard,LIT_GlobalItems_02_Uncommon,30.0,811.019999999553,3.699,False
Grave_Medium,1,4,Graveyard,LIT_GlobalItems_01_Common,40.0,811.019999999553,4.9321,False
Grave_Large,1,5,Graveyard,LIT_Grave,730.0,811.019999999553,90.0101,False
Grave_Large,1,5,Graveyard,LIT_GlobalItems_05_Legendary,0.02,811.019999999553,0.0025,False
Grave_Large,1,5,Graveyard,LIT_GlobalItems_04_Epic,1.0,811.019999999553,0.1233,False
Grave_Large,1,5,Graveyard,LIT_GlobalItems_03_Rare,10.0,811.019999999553,1.233,False
Grave_Large,1,5,Graveyard,LIT_GlobalItems_02_Uncommon,30.0,811.019999999553,3.699,False
Grave_Large,1,5,Graveyard,LIT_GlobalItems_01_Common,40.0,811.019999999553,4.9321,False
Generic_Global_Medium,2,4,Generic,LIT_GlobalItems_05_Legendary,0.02,811.019999999553,0.0025,False
Generic_Global_Medium,2,4,Generic,LIT_GlobalItems_04_Epic,1.0,811.019999999553,0.1233,False
Generic_Global_Medium,2,4,Generic,LIT_GlobalItems_03_Rare,10.0,811.019999999553,1.233,False
Generic_Global_Medium,2,4,Generic,LIT_GlobalItems_02_Uncommon,30.0,811.019999999553,3.699,False
Generic_Global_Medium,2,4,Generic,LIT_GlobalItems_01_Common,40.0,811.019999999553,4.9321,False
Generic_Global_Medium,2,4,Generic,LIT_Generic_01,730.0,811.019999999553,90.0101,False
FargothStump,1,1,FargothStump,LIT_FargothStump,100.0,100.0,100.0,False
FancySewingBox,1,3,FancySewingBox,LIT_Ledger_01,100.0,210.20000099390745,47.5737,False
FancySewingBox,1,3,FancySewingBox,LIT_Keys_All,100.0,210.20000099390745,47.5737,False
FancySewingBox,1,3,FancySewingBox,LIT_Cosmetics_Weapon_All,0.066667,210.20000099390745,0.0317,False
FancySewingBox,1,3,FancySewingBox,LIT_Cosmetics_Characters_All,0.066667,210.20000099390745,0.0317,False
FancySewingBox,1,3,FancySewingBox,LIT_Cosmetics_Bags_All,0.066667,210.20000099390745,0.0317,False
FancySewingBox,1,3,FancySewingBox,LIT_Compendium_All,10.0,210.20000099390745,4.7574,False
Dungeon_M03,3,6,Dungeon_M03,LIT_Dungeon_M03,100.0,100.0,100.0,False
Dungeon_M02,3,6,Dungeon_M02,LIT_Dungeon_M02,100.0,100.0,100.0,False
Dungeon_M01,3,6,Dungeon_M01,LIT_Dungeon_M01,100.0,100.0,100.0,False
Distillery_Small,1,1,Drinks,LIT_Drinks_All,60.0,100.0,60.0,False
Distillery_Small,1,1,Drinks,LIT_Distillery_01,40.0,100.0,40.0,False
Corpse_Peasant,1,3,Civilian,LIT_RecipesLootable_All,0.06,781.179999999702,0.0077,False
Corpse_Peasant,1,3,Civilian,LIT_GlobalItems_05_Legendary,0.1,781.179999999702,0.0128,False
Corpse_Peasant,1,3,Civilian,LIT_GlobalItems_04_Epic,1.0,781.179999999702,0.128,False
Corpse_Peasant,1,3,Civilian,LIT_GlobalItems_03_Rare,5.0,781.179999999702,0.6401,False
Corpse_Peasant,1,3,Civilian,LIT_GlobalItems_02_Uncommon,25.0,781.179999999702,3.2003,False
Corpse_Peasant,1,3,Civilian,LIT_GlobalItems_01_Common,100.0,781.179999999702,12.8011,False
Corpse_Peasant,1,3,Civilian,LIT_Cosmetics_All,0.02,781.179999999702,0.0026,False
Corpse_Peasant,1,3,Civilian,LIT_Civilian_01,650.0,781.179999999702,83.2075,False
Corpse_Military,1,3,Military,LIT_Recipes_WeaponsAmmo,0.004,811.0320000001229,0.0005,False
Corpse_Military,1,3,Military,LIT_Recipes_ArmourAll,0.004,811.0320000001229,0.0005,False
Corpse_Military,1,3,Military,LIT_Military_01,730.0,811.0320000001229,90.0088,False
Corpse_Military,1,3,Military,LIT_GlobalItems_05_Legendary,0.02,811.0320000001229,0.0025,False
Corpse_Military,1,3,Military,LIT_GlobalItems_04_Epic,1.0,811.0320000001229,0.1233,False
Corpse_Military,1,3,Military,LIT_GlobalItems_03_Rare,10.0,811.0320000001229,1.233,False
Corpse_Military,1,3,Military,LIT_GlobalItems_02_Uncommon,30.0,811.0320000001229,3.699,False
Corpse_Military,1,3,Military,LIT_GlobalItems_01_Common,40.0,811.0320000001229,4.932,False
Corpse_Military,1,3,Military,LIT_Cosmetics_Weapon_All,0.004,811.0320000001229,0.0005,False
Corpse_Gavroche,2,3,Corpse_Gavroche,LIT_Key_Gavroche,100.0,131.10000000149012,76.2777,True
Corpse_Gavroche,2,3,Corpse_Gavroche,LIT_GlobalItems_05_Legendary,0.1,131.10000000149012,0.0763,False
Corpse_Gavroche,2,3,Corpse_Gavroche,LIT_GlobalItems_04_Epic,1.0,131.10000000149012,0.7628,False
Corpse_Gavroche,2,3,Corpse_Gavroche,LIT_GlobalItems_03_Rare,5.0,131.10000000149012,3.8139,False
Corpse_Gavroche,2,3,Corpse_Gavroche,LIT_GlobalItems_02_Uncommon,25.0,131.10000000149012,19.0694,False
Corpse_Gavroche,2,3,Corpse_Gavroche,LIT_GlobalItems_01_Common,100.0,131.10000000149012,76.2777,False
Coffin,1,2,Global,LIT_RecipesLootable_All,0.04,131.160000000149,0.0305,False
Coffin,1,2,Global,LIT_GlobalItems_05_Legendary,0.1,131.160000000149,0.0762,False
Coffin,1,2,Global,LIT_GlobalItems_04_Epic,1.0,131.160000000149,0.7624,False
Coffin,1,2,Global,LIT_GlobalItems_03_Rare,5.0,131.160000000149,3.8121,False
Coffin,1,2,Global,LIT_GlobalItems_02_Uncommon,25.0,131.160000000149,19.0607,False
Coffin,1,2,Global,LIT_GlobalItems_01_Common,100.0,131.160000000149,76.2428,False
Coffin,1,2,Global,LIT_Cosmetics_All,0.02,131.160000000149,0.0152,False
Clothes,1,3,Clothes,LIT_Recipes_BagsAll,0.02,130.0499999988824,0.0154,False
Clothes,1,3,Clothes,LIT_Recipes_ArmourAll,0.02,130.0499999988824,0.0154,False
Clothes,1,3,Clothes,LIT_Keys_All,25.0,130.0499999988824,19.2234,False
Clothes,1,3,Clothes,LIT_Cosmetics_All,0.01,130.0499999988824,0.0077,False
Clothes,1,3,Clothes,LIT_Compendium_All,5.0,130.0499999988824,3.8447,False
Clothes,1,3,Clothes,LIT_Clothes_01,100.0,130.0499999988824,76.8935,False
Civilian_Small,1,2,Civilian,LIT_RecipesLootable_All,0.06,781.179999999702,0.0077,False
Civilian_Small,1,2,Civilian,LIT_GlobalItems_05_Legendary,0.1,781.179999999702,0.0128,False
Civilian_Small,1,2,Civilian,LIT_GlobalItems_04_Epic,1.0,781.179999999702,0.128,False
Civilian_Small,1,2,Civilian,LIT_GlobalItems_03_Rare,5.0,781.179999999702,0.6401,False
Civilian_Small,1,2,Civilian,LIT_GlobalItems_02_Uncommon,25.0,781.179999999702,3.2003,False
Civilian_Small,1,2,Civilian,LIT_GlobalItems_01_Common,100.0,781.179999999702,12.8011,False
Civilian_Small,1,2,Civilian,LIT_Cosmetics_All,0.02,781.179999999702,0.0026,False
Civilian_Small,1,2,Civilian,LIT_Civilian_01,650.0,781.179999999702,83.2075,False
Civilian_Medium,2,4,Civilian,LIT_RecipesLootable_All,0.06,781.179999999702,0.0077,False
Civilian_Medium,2,4,Civilian,LIT_GlobalItems_05_Legendary,0.1,781.179999999702,0.0128,False
Civilian_Medium,2,4,Civilian,LIT_GlobalItems_04_Epic,1.0,781.179999999702,0.128,False
Civilian_Medium,2,4,Civilian,LIT_GlobalItems_03_Rare,5.0,781.179999999702,0.6401,False
Civilian_Medium,2,4,Civilian,LIT_GlobalItems_02_Uncommon,25.0,781.179999999702,3.2003,False
Civilian_Medium,2,4,Civilian,LIT_GlobalItems_01_Common,100.0,781.179999999702,12.8011,False
Civilian_Medium,2,4,Civilian,LIT_Cosmetics_All,0.02,781.179999999702,0.0026,False
Civilian_Medium,2,4,Civilian,LIT_Civilian_01,650.0,781.179999999702,83.2075,False
Civilian_Large,3,5,Civilian,LIT_RecipesLootable_All,0.06,781.179999999702,0.0077,False
Civilian_Large,3,5,Civilian,LIT_GlobalItems_05_Legendary,0.1,781.179999999702,0.0128,False
Civilian_Large,3,5,Civilian,LIT_GlobalItems_04_Epic,1.0,781.179999999702,0.128,False
Civilian_Large,3,5,Civilian,LIT_GlobalItems_03_Rare,5.0,781.179999999702,0.6401,False
Civilian_Large,3,5,Civilian,LIT_GlobalItems_02_Uncommon,25.0,781.179999999702,3.2003,False
Civilian_Large,3,5,Civilian,LIT_GlobalItems_01_Common,100.0,781.179999999702,12.8011,False
Civilian_Large,3,5,Civilian,LIT_Cosmetics_All,0.02,781.179999999702,0.0026,False
Civilian_Large,3,5,Civilian,LIT_Civilian_01,650.0,781.179999999702,83.2075,False
CivilianDresser_Small,1,2,CivilianDresser,LIT_RecipesLootable_All,0.04,100.66000000014901,0.0397,False
CivilianDresser_Small,1,2,CivilianDresser,LIT_GlobalItems_05_Legendary,0.1,100.66000000014901,0.0993,False
CivilianDresser_Small,1,2,CivilianDresser,LIT_GlobalItems_04_Epic,1.0,100.66000000014901,0.9934,False
CivilianDresser_Small,1,2,CivilianDresser,LIT_GlobalItems_03_Rare,1.5,100.66000000014901,1.4902,False
CivilianDresser_Small,1,2,CivilianDresser,LIT_GlobalItems_02_Uncommon,3.0,100.66000000014901,2.9803,False
CivilianDresser_Small,1,2,CivilianDresser,LIT_GlobalItems_01_Common,5.0,100.66000000014901,4.9672,False
CivilianDresser_Small,1,2,CivilianDresser,LIT_Cosmetics_All,0.02,100.66000000014901,0.0199,False
CivilianDresser_Small,1,2,CivilianDresser,LIT_CivilianDresser,80.0,100.66000000014901,79.4755,False
CivilianDresser_Small,1,2,CivilianDresser,LIT_Bags_All,10.0,100.66000000014901,9.9344,False
CivilianDresser_Medium,2,4,CivilianDresser,LIT_RecipesLootable_All,0.04,100.66000000014901,0.0397,False
CivilianDresser_Medium,2,4,CivilianDresser,LIT_GlobalItems_05_Legendary,0.1,100.66000000014901,0.0993,False
CivilianDresser_Medium,2,4,CivilianDresser,LIT_GlobalItems_04_Epic,1.0,100.66000000014901,0.9934,False
CivilianDresser_Medium,2,4,CivilianDresser,LIT_GlobalItems_03_Rare,1.5,100.66000000014901,1.4902,False
CivilianDresser_Medium,2,4,CivilianDresser,LIT_GlobalItems_02_Uncommon,3.0,100.66000000014901,2.9803,False
CivilianDresser_Medium,2,4,CivilianDresser,LIT_GlobalItems_01_Common,5.0,100.66000000014901,4.9672,False
CivilianDresser_Medium,2,4,CivilianDresser,LIT_Cosmetics_All,0.02,100.66000000014901,0.0199,False
CivilianDresser_Medium,2,4,CivilianDresser,LIT_CivilianDresser,80.0,100.66000000014901,79.4755,False
CivilianDresser_Medium,2,4,CivilianDresser,LIT_Bags_All,10.0,100.66000000014901,9.9344,False
CivilianDresser_Large,3,5,CivilianDresser,LIT_RecipesLootable_All,0.04,100.66000000014901,0.0397,False
CivilianDresser_Large,3,5,CivilianDresser,LIT_GlobalItems_05_Legendary,0.1,100.66000000014901,0.0993,False
CivilianDresser_Large,3,5,CivilianDresser,LIT_GlobalItems_04_Epic,1.0,100.66000000014901,0.9934,False
CivilianDresser_Large,3,5,CivilianDresser,LIT_GlobalItems_03_Rare,1.5,100.66000000014901,1.4902,False
CivilianDresser_Large,3,5,CivilianDresser,LIT_GlobalItems_02_Uncommon,3.0,100.66000000014901,2.9803,False
CivilianDresser_Large,3,5,CivilianDresser,LIT_GlobalItems_01_Common,5.0,100.66000000014901,4.9672,False
CivilianDresser_Large,3,5,CivilianDresser,LIT_Cosmetics_All,0.02,100.66000000014901,0.0199,False
CivilianDresser_Large,3,5,CivilianDresser,LIT_CivilianDresser,80.0,100.66000000014901,79.4755,False
CivilianDresser_Large,3,5,CivilianDresser,LIT_Bags_All,10.0,100.66000000014901,9.9344,False
CivilianCupboard_Small,1,2,CivilianCupboard,LIT_RecipesLootable_All,0.06,190.68999999947846,0.0315,False
CivilianCupboard_Small,1,2,CivilianCupboard,LIT_GlobalItems_05_Legendary,0.1,190.68999999947846,0.0524,False
CivilianCupboard_Small,1,2,CivilianCupboard,LIT_GlobalItems_04_Epic,1.0,190.68999999947846,0.5244,False
CivilianCupboard_Small,1,2,CivilianCupboard,LIT_GlobalItems_03_Rare,1.5,190.68999999947846,0.7866,False
CivilianCupboard_Small,1,2,CivilianCupboard,LIT_GlobalItems_02_Uncommon,3.0,190.68999999947846,1.5732,False
CivilianCupboard_Small,1,2,CivilianCupboard,LIT_GlobalItems_01_Common,5.0,190.68999999947846,2.6221,False
CivilianCupboard_Small,1,2,CivilianCupboard,LIT_Food_All,40.0,190.68999999947846,20.9765,False
CivilianCupboard_Small,1,2,CivilianCupboard,LIT_Drinks_All,40.0,190.68999999947846,20.9765,False
CivilianCupboard_Small,1,2,CivilianCupboard,LIT_Cosmetics_All,0.03,190.68999999947846,0.0157,False
CivilianCupboard_Small,1,2,CivilianCupboard,LIT_CivilianCupboard,100.0,190.68999999947846,52.4411,False
CivilianCupboard_Medium,2,4,CivilianCupboard,LIT_RecipesLootable_All,0.06,190.68999999947846,0.0315,False
CivilianCupboard_Medium,2,4,CivilianCupboard,LIT_GlobalItems_05_Legendary,0.1,190.68999999947846,0.0524,False
CivilianCupboard_Medium,2,4,CivilianCupboard,LIT_GlobalItems_04_Epic,1.0,190.68999999947846,0.5244,False
CivilianCupboard_Medium,2,4,CivilianCupboard,LIT_GlobalItems_03_Rare,1.5,190.68999999947846,0.7866,False
CivilianCupboard_Medium,2,4,CivilianCupboard,LIT_GlobalItems_02_Uncommon,3.0,190.68999999947846,1.5732,False
CivilianCupboard_Medium,2,4,CivilianCupboard,LIT_GlobalItems_01_Common,5.0,190.68999999947846,2.6221,False
CivilianCupboard_Medium,2,4,CivilianCupboard,LIT_Food_All,40.0,190.68999999947846,20.9765,False
CivilianCupboard_Medium,2,4,CivilianCupboard,LIT_Drinks_All,40.0,190.68999999947846,20.9765,False
CivilianCupboard_Medium,2,4,CivilianCupboard,LIT_Cosmetics_All,0.03,190.68999999947846,0.0157,False
CivilianCupboard_Medium,2,4,CivilianCupboard,LIT_CivilianCupboard,100.0,190.68999999947846,52.4411,False
CivilianCupboard_Large,3,5,CivilianCupboard,LIT_RecipesLootable_All,0.06,190.68999999947846,0.0315,False
CivilianCupboard_Large,3,5,CivilianCupboard,LIT_GlobalItems_05_Legendary,0.1,190.68999999947846,0.0524,False
CivilianCupboard_Large,3,5,CivilianCupboard,LIT_GlobalItems_04_Epic,1.0,190.68999999947846,0.5244,False
CivilianCupboard_Large,3,5,CivilianCupboard,LIT_GlobalItems_03_Rare,1.5,190.68999999947846,0.7866,False
CivilianCupboard_Large,3,5,CivilianCupboard,LIT_GlobalItems_02_Uncommon,3.0,190.68999999947846,1.5732,False
CivilianCupboard_Large,3,5,CivilianCupboard,LIT_GlobalItems_01_Common,5.0,190.68999999947846,2.6221,False
CivilianCupboard_Large,3,5,CivilianCupboard,LIT_Food_All,40.0,190.68999999947846,20.9765,False
CivilianCupboard_Large,3,5,CivilianCupboard,LIT_Drinks_All,40.0,190.68999999947846,20.9765,False
CivilianCupboard_Large,3,5,CivilianCupboard,LIT_Cosmetics_All,0.03,190.68999999947846,0.0157,False
CivilianCupboard_Large,3,5,CivilianCupboard,LIT_CivilianCupboard,100.0,190.68999999947846,52.4411,False
CivilianCupboardDresser_Small,1,2,CivilianCupboardDresser,LIT_RecipesLootable_All,0.06,250.68999999947846,0.0239,False
CivilianCupboardDresser_Small,1,2,CivilianCupboardDresser,LIT_GlobalItems_05_Legendary,0.1,250.68999999947846,0.0399,False
CivilianCupboardDresser_Small,1,2,CivilianCupboardDresser,LIT_GlobalItems_04_Epic,1.0,250.68999999947846,0.3989,False
CivilianCupboardDresser_Small,1,2,CivilianCupboardDresser,LIT_GlobalItems_03_Rare,1.5,250.68999999947846,0.5983,False
CivilianCupboardDresser_Small,1,2,CivilianCupboardDresser,LIT_GlobalItems_02_Uncommon,3.0,250.68999999947846,1.1967,False
CivilianCupboardDresser_Small,1,2,CivilianCupboardDresser,LIT_GlobalItems_01_Common,5.0,250.68999999947846,1.9945,False
CivilianCupboardDresser_Small,1,2,CivilianCupboardDresser,LIT_Food_All,40.0,250.68999999947846,15.956,False
CivilianCupboardDresser_Small,1,2,CivilianCupboardDresser,LIT_Drinks_All,40.0,250.68999999947846,15.956,False
CivilianCupboardDresser_Small,1,2,CivilianCupboardDresser,LIT_Cosmetics_All,0.03,250.68999999947846,0.012,False
CivilianCupboardDresser_Small,1,2,CivilianCupboardDresser,LIT_CivilianDresser,80.0,250.68999999947846,31.9119,False
CivilianCupboardDresser_Small,1,2,CivilianCupboardDresser,LIT_CivilianCupboard,80.0,250.68999999947846,31.9119,False
ChinawareCupboard_Small,1,2,Chinaware,LIT_RecipesLootable_All,0.06,99.99999984540045,0.06,False
ChinawareCupboard_Small,1,2,Chinaware,LIT_HighClassCiv,5.0,99.99999984540045,5.0,False
ChinawareCupboard_Small,1,2,Chinaware,LIT_Cosmetics_All,0.03,99.99999984540045,0.03,False
ChinawareCupboard_Small,1,2,Chinaware,LIT_CivilianCupboard,19.91,99.99999984540045,19.91,False
ChinawareCupboard_Small,1,2,Chinaware,LIT_Chinaware,75.0,99.99999984540045,75.0,False
ChickenCoop,1,3,ChickenCoop,LIT_GlobalItems_05_Legendary,0.1,1631.1000000014901,0.0061,False
ChickenCoop,1,3,ChickenCoop,LIT_GlobalItems_04_Epic,1.0,1631.1000000014901,0.0613,False
ChickenCoop,1,3,ChickenCoop,LIT_GlobalItems_03_Rare,5.0,1631.1000000014901,0.3065,False
ChickenCoop,1,3,ChickenCoop,LIT_GlobalItems_02_Uncommon,25.0,1631.1000000014901,1.5327,False
ChickenCoop,1,3,ChickenCoop,LIT_GlobalItems_01_Common,100.0,1631.1000000014901,6.1308,False
ChickenCoop,1,3,ChickenCoop,LIT_ChickenCoop,1500.0,1631.1000000014901,91.9625,False
Chest_Valuable_Small,1,2,Global_REL,LIT_RecipesLootable_All,0.06,16.18999999947846,0.3706,False
Chest_Valuable_Small,1,2,Global_REL,LIT_GlobalItems_05_Legendary,0.1,16.18999999947846,0.6177,False
Chest_Valuable_Small,1,2,Global_REL,LIT_GlobalItems_04_Epic,1.0,16.18999999947846,6.1767,False
Chest_Valuable_Small,1,2,Global_REL,LIT_GlobalItems_03_Rare,5.0,16.18999999947846,30.8833,False
Chest_Valuable_Small,1,2,Global_REL,LIT_GlobalItems_02_Uncommon,10.0,16.18999999947846,61.7665,False
Chest_Valuable_Small,1,2,Global_REL,LIT_Cosmetics_All,0.03,16.18999999947846,0.1853,False
Chest_Valuable_Medium,2,4,Global_REL,LIT_RecipesLootable_All,0.06,16.18999999947846,0.3706,False
Chest_Valuable_Medium,2,4,Global_REL,LIT_GlobalItems_05_Legendary,0.1,16.18999999947846,0.6177,False
Chest_Valuable_Medium,2,4,Global_REL,LIT_GlobalItems_04_Epic,1.0,16.18999999947846,6.1767,False
Chest_Valuable_Medium,2,4,Global_REL,LIT_GlobalItems_03_Rare,5.0,16.18999999947846,30.8833,False
Chest_Valuable_Medium,2,4,Global_REL,LIT_GlobalItems_02_Uncommon,10.0,16.18999999947846,61.7665,False
Chest_Valuable_Medium,2,4,Global_REL,LIT_Cosmetics_All,0.03,16.18999999947846,0.1853,False
Chest_Valuable_Large,3,6,Global_REL,LIT_RecipesLootable_All,0.06,16.18999999947846,0.3706,False
Chest_Valuable_Large,3,6,Global_REL,LIT_GlobalItems_05_Legendary,0.1,16.18999999947846,0.6177,False
Chest_Valuable_Large,3,6,Global_REL,LIT_GlobalItems_04_Epic,1.0,16.18999999947846,6.1767,False
Chest_Valuable_Large,3,6,Global_REL,LIT_GlobalItems_03_Rare,5.0,16.18999999947846,30.8833,False
Chest_Valuable_Large,3,6,Global_REL,LIT_GlobalItems_02_Uncommon,10.0,16.18999999947846,61.7665,False
Chest_Valuable_Large,3,6,Global_REL,LIT_Cosmetics_All,0.03,16.18999999947846,0.1853,False
Chest_Global_Small,1,2,Global,LIT_RecipesLootable_All,0.04,131.160000000149,0.0305,False
Chest_Global_Small,1,2,Global,LIT_GlobalItems_05_Legendary,0.1,131.160000000149,0.0762,False
Chest_Global_Small,1,2,Global,LIT_GlobalItems_04_Epic,1.0,131.160000000149,0.7624,False
Chest_Global_Small,1,2,Global,LIT_GlobalItems_03_Rare,5.0,131.160000000149,3.8121,False
Chest_Global_Small,1,2,Global,LIT_GlobalItems_02_Uncommon,25.0,131.160000000149,19.0607,False
Chest_Global_Small,1,2,Global,LIT_GlobalItems_01_Common,100.0,131.160000000149,76.2428,False
Chest_Global_Small,1,2,Global,LIT_Cosmetics_All,0.02,131.160000000149,0.0152,False
Chest_Global_Medium,2,4,Global,LIT_RecipesLootable_All,0.04,131.160000000149,0.0305,False
Chest_Global_Medium,2,4,Global,LIT_GlobalItems_05_Legendary,0.1,131.160000000149,0.0762,False
Chest_Global_Medium,2,4,Global,LIT_GlobalItems_04_Epic,1.0,131.160000000149,0.7624,False
Chest_Global_Medium,2,4,Global,LIT_GlobalItems_03_Rare,5.0,131.160000000149,3.8121,False
Chest_Global_Medium,2,4,Global,LIT_GlobalItems_02_Uncommon,25.0,131.160000000149,19.0607,False
Chest_Global_Medium,2,4,Global,LIT_GlobalItems_01_Common,100.0,131.160000000149,76.2428,False
Chest_Global_Medium,2,4,Global,LIT_Cosmetics_All,0.02,131.160000000149,0.0152,False
Chest_Global_Large,3,6,Global,LIT_RecipesLootable_All,0.04,131.160000000149,0.0305,False
Chest_Global_Large,3,6,Global,LIT_GlobalItems_05_Legendary,0.1,131.160000000149,0.0762,False
Chest_Global_Large,3,6,Global,LIT_GlobalItems_04_Epic,1.0,131.160000000149,0.7624,False
Chest_Global_Large,3,6,Global,LIT_GlobalItems_03_Rare,5.0,131.160000000149,3.8121,False
Chest_Global_Large,3,6,Global,LIT_GlobalItems_02_Uncommon,25.0,131.160000000149,19.0607,False
Chest_Global_Large,3,6,Global,LIT_GlobalItems_01_Common,100.0,131.160000000149,76.2428,False
Chest_Global_Large,3,6,Global,LIT_Cosmetics_All,0.02,131.160000000149,0.0152,False
BullionBox,1,2,BullionBox,LIT_RecipesLootable_All,0.06,106.08999999798834,0.0566,False
BullionBox,1,2,BullionBox,LIT_GlobalItems_05_Legendary,1.0,106.08999999798834,0.9426,False
BullionBox,1,2,BullionBox,LIT_GlobalItems_04_Epic,5.0,106.08999999798834,4.713,False
BullionBox,1,2,BullionBox,LIT_Cosmetics_All,0.03,106.08999999798834,0.0283,False
BullionBox,1,2,BullionBox,LIT_BullionBox,100.0,106.08999999798834,94.2596,False
Blacksmith_Medium,2,4,Blacksmith,LIT_Workbench,50.0,105.00999999977648,47.6145,False
Blacksmith_Medium,2,4,Blacksmith,LIT_Tools_All,25.0,105.00999999977648,23.8073,False
Blacksmith_Medium,2,4,Blacksmith,LIT_Cosmetics_Weapon_Melee,0.01,105.00999999977648,0.0095,False
Blacksmith_Medium,2,4,Blacksmith,LIT_Ammunition_All,10.0,105.00999999977648,9.5229,False
Blacksmith_Medium,2,4,Blacksmith,LIT_2HMelee_All,10.0,105.00999999977648,9.5229,False
Blacksmith_Medium,2,4,Blacksmith,LIT_1HMelee_All,10.0,105.00999999977648,9.5229,False
Beehive,1,2,Beehive,LIT_GlobalItems_05_Legendary,0.1,1431.1000000014901,0.007,False
Beehive,1,2,Beehive,LIT_GlobalItems_04_Epic,1.0,1431.1000000014901,0.0699,False
Beehive,1,2,Beehive,LIT_GlobalItems_03_Rare,5.0,1431.1000000014901,0.3494,False
Beehive,1,2,Beehive,LIT_GlobalItems_02_Uncommon,25.0,1431.1000000014901,1.7469,False
Beehive,1,2,Beehive,LIT_GlobalItems_01_Common,100.0,1431.1000000014901,6.9876,False
Beehive,1,2,Beehive,LIT_Beehive,1300.0,1431.1000000014901,90.8392,False
Basket_Small,1,2,Baskets,LIT_GlobalItems_05_Legendary,0.1,2131.10000000149,0.0047,False
Basket_Small,1,2,Baskets,LIT_GlobalItems_04_Epic,1.0,2131.10000000149,0.0469,False
Basket_Small,1,2,Baskets,LIT_GlobalItems_03_Rare,5.0,2131.10000000149,0.2346,False
Basket_Small,1,2,Baskets,LIT_GlobalItems_02_Uncommon,25.0,2131.10000000149,1.1731,False
Basket_Small,1,2,Baskets,LIT_GlobalItems_01_Common,100.0,2131.10000000149,4.6924,False
Basket_Small,1,2,Baskets,LIT_Food_All,500.0,2131.10000000149,23.4621,False
Basket_Small,1,2,Baskets,LIT_Basket,1500.0,2131.10000000149,70.3862,False
Basket_Medium,2,3,Baskets,LIT_GlobalItems_05_Legendary,0.1,2131.10000000149,0.0047,False
