RootType,OuterType,OuterName,X,Y,Z,DisplayName,SpawnChance,ChanceType,Health,Keyed,LootSource,AISpawner,Visible
SceneComponent,BP_SoundTrap_Ground_Glass_C,UNP_BP_SoundTrap_Ground_Glass_UAID_581CF8B723156ABE02_20e2b082a6cc054c_1239082134,22806.992,-7972.5005,969.855,,50.0,Blueprint,,,,,
SceneComponent,BP_SoundTrap_Ground_Glass_C,UNP_BP_SoundTrap_Ground_Glass_UAID_581CF8B7231579BD02_2d71cfae02a1eb4f_1788968278,21283.967,-7472.983,1180.8563,,50.0,Blueprint,,,,,
SceneComponent,BP_SoundTrap_Ground_Glass_C,UNP_BP_SoundTrap_Ground_Glass_UAID_581CF8B7231579BD02_2d71cfae02a1eb4f_1789323281,21347.863,-6829.4517,1179.4663,,50.0,Blueprint,,,,,
SceneComponent,BP_SoundTrap_Ground_Glass_C,UNP_BP_SoundTrap_Ground_Glass_UAID_581CF8B723158CD602_e28dd75b0dfb6fe0_1180722743,32176.826,-14385.476,-98.94705,,50.0,Blueprint,,,,,
SceneComponent,BP_SoundTrap_Ground_Glass_C,UNP_BP_SoundTrap_Ground_Glass_UAID_581CF8B723159BD502_cef4d286548b889d_1198053997,31473.986,-7041.801,573.0158,,50.0,Blueprint,,,,,
SceneComponent,BP_SoundTrap_Ground_Glass_C,UNP_BP_SoundTrap_Ground_Glass_UAID_581CF8B723159BD502_cef4d286548b889d_1198213999,30206.816,-6016.1587,574.20654,,50.0,Blueprint,,,,,
SceneComponent,BP_SoundTrap_Ground_Glass_C,UNP_BP_SoundTrap_Ground_Glass_UAID_581CF8B723159BD502_cef4d286548b889d_1198533002,30451.38,-5936.086,574.20654,,50.0,Blueprint,,,,,
SceneComponent,BP_SoundTrap_Ground_Glass_C,UNP_BP_SoundTrap_Ground_Glass_UAID_581CF8B72315AACF02_0af8d68b152618b4_1493124023,26857.941,-6688.313,969.855,,50.0,Blueprint,,,,,
SceneComponent,BP_SoundTrap_Ground_Glass_C,UNP_BP_SoundTrap_Ground_Glass_UAID_581CF8B72315D2D802_b70ca0ae9df1c85d_1146157287,39033.594,-9858.5,-99.93558,,50.0,Blueprint,,,,,
SceneComponent,BP_SoundTrap_Ground_Glass_C,UNP_BP_SoundTrap_Ground_Glass_UAID_581CF8B72315DCD602_79f9a36b537b5426_1471505006,34447.81,-16117.855,-98.94706,,50.0,Blueprint,,,,,
SceneComponent,BP_SoundTrap_Ground_Glass_C,UNP_BP_SoundTrap_Ground_Glass_UAID_581CF8B72315DED602_09b253a8aea41573_1893620292,35960.586,-15191.63,-99.0781,,50.0,Blueprint,,,,,
SceneComponent,BP_SoundTrap_Ground_Glass_C,UNP_BP_SoundTrap_Ground_Glass_UAID_581CF8B72315DED602_09b253a8aea41573_1893764294,36296.707,-14681.829,-100.72366,,50.0,Blueprint,,,,,
SceneComponent,BP_SoundTrap_Ground_Glass_C,UNP_BP_SoundTrap_Ground_Glass_UAID_581CF8B72315DED602_09b253a8aea41573_1894407299,35647.1,-16215.609,-99.078094,,50.0,Blueprint,,,,,
SceneComponent,BP_SoundTrap_Ground_Glass_C,UNP_BP_SoundTrap_Ground_Glass_UAID_581CF8B72315E0D602_5a5767cc339294e0_1773536725,40907.76,-13662.974,-27.63156,,50.0,Blueprint,,,,,
SceneComponent,BP_SoundTrap_Ground_Glass_C,UNP_BP_SoundTrap_Ground_Glass_UAID_581CF8B72315E0D602_5a5767cc339294e0_1774600731,40044.93,-12966.8125,-26.770695,,50.0,Blueprint,,,,,
SceneComponent,BP_SoundTrap_Ground_Glass_C,UNP_BP_SoundTrap_Ground_Glass_UAID_581CF8B72315E0D602_5a5767cc339294e0_1774805733,41319.38,-12673.344,-25.561989,,50.0,Blueprint,,,,,
SceneComponent,BP_SoundTrap_Ground_Glass_C,UNP_BP_SoundTrap_Ground_Glass_UAID_581CF8B72315E0D602_5a5767cc339294e0_1774995735,40403.863,-13670.476,-26.990253,,50.0,Blueprint,,,,,
SceneComponent,BP_SoundTrap_Ground_Glass_C,UNP_BP_SoundTrap_Ground_Glass_UAID_581CF8B72315E0D602_fa7bcc8dea0c77fa_1773536725,37935.895,-16084.797,-27.63156,,50.0,Blueprint,,,,,
SceneComponent,BP_SoundTrap_Ground_Glass_C,UNP_BP_SoundTrap_Ground_Glass_UAID_581CF8B72315E0D602_fa7bcc8dea0c77fa_1774600731,38798.723,-16780.959,-26.770695,,50.0,Blueprint,,,,,
SceneComponent,BP_SoundTrap_Ground_Glass_C,UNP_BP_SoundTrap_Ground_Glass_UAID_581CF8B72315E0D602_fa7bcc8dea0c77fa_1774805733,37524.273,-17074.428,-25.561989,,50.0,Blueprint,,,,,
SceneComponent,BP_SoundTrap_Ground_Glass_C,UNP_BP_SoundTrap_Ground_Glass_UAID_581CF8B72315E0D602_fa7bcc8dea0c77fa_1774995735,38439.793,-16077.296,-26.990253,,50.0,Blueprint,,,,,
SceneComponent,BP_SoundTrap_Ground_Glass_C,UNP_BP_SoundTrap_Ground_Glass_UAID_581CF8B72315E4D602_d52d91af14afa8f4_2106060852,41527.08,-12048.334,-26.990253,,50.0,Blueprint,,,,,
SceneComponent,BP_SoundTrap_Ground_Glass_C,UNP_BP_SoundTrap_Ground_Glass_UAID_581CF8B72315E5D602_73b7a2b36244c8f2_2066953006,37305.11,-17856.639,-28.181156,,50.0,Blueprint,,,,,
SceneComponent,BP_SoundTrap_Ground_Glass_C,UNP_BP_SoundTrap_Ground_Glass_UAID_D843AE1A93E53F4702_3f86c19dfce56e06_2010738114,-47251.902,-10026.667,2956.2178,,50.0,Blueprint,,,,,
SceneComponent,BP_SoundTrap_Ground_Glass_C,UNP_BP_SoundTrap_Ground_Glass_UAID_D843AE1A93E53F4702_728e31eaa6f5cea2_2010738114,-47805.645,-9679.162,3307.2178,,50.0,Blueprint,,,,,
SceneComponent,BP_SoundTrap_Ground_Glass_C,UNP_BP_SoundTrap_Ground_Glass_UAID_D843AE1A93E53F4702_d23c6f87379d28a4_2010738114,21283.967,-7472.983,1180.8563,,50.0,Blueprint,,,,,
SceneComponent,BP_SoundTrap_Ground_Glass_C,UNP_BP_SoundTrap_Ground_Glass_UAID_D843AE1A93E5494702_a331c7d010bdceb9_1310583368,21347.863,-6829.4517,1179.4663,,50.0,Blueprint,,,,,
SceneComponent,BP_SoundTrap_Ground_Glass_C,UNP_BP_SoundTrap_Ground_Glass_UAID_D843AE1A93E5494702_d81157cb3dd43f33_1310583368,-34950.14,41066.09,2631.4048,,50.0,Blueprint,,,,,
SceneComponent,BP_SoundTrap_Ground_Glass_C,UNP_BP_SoundTrap_Ground_Glass_da1ec3d8da7ef2d5_0,-51951.07,16215.175,-267.31674,,50.0,Blueprint,,,,,
SceneComponent,BP_SoundTrap_Ground_Glass_C,UNP_PG_CC_Barrels_07_7bc00f6ec963c845_0,20325.59,-10636.526,2361.7637,,50.0,Blueprint,,,,,
SceneComponent,BP_Spawn_Miniboss_01b_C,BP_Spawn_Miniboss_01b_C_UAID_046874882494859A02_367755be1ccb9d60_1585082327,-28630.268,-6027.695,1743.4502,,,,,,,AISpawnerConfigSet'DA_AISpawner_Miniboss',
SceneComponent,BP_Spawn_Miniboss_01b_C,UNP_BP_Spawn_Miniboss_01b_5a5767cc339294e0_0,41068.46,-12495.83,-27.990278,,,,,,,AISpawnerConfigSet'DA_AISpawner_Miniboss',
SceneComponent,BP_Spawn_Miniboss_01b_C,UNP_BP_Spawn_Miniboss_01b_fa7bcc8dea0c77fa_0,37775.19,-17251.941,-27.990278,,,,,,,AISpawnerConfigSet'DA_AISpawner_Miniboss',
SceneComponent,BP_StoneWallSet_Door_01a_C,UNP_BP_StoneWallSet_Door_01a_1c556f47455d4841_0,-5297.331,3050.6797,-83.89393,,,,,,,,
SceneComponent,BP_TitheLedgerofProvisions_C,BP_TitheLedgerofProvisions_C_UAID_04D9F5F93AD5735A02_d675ac69400b5c24_1755464030,-2647.9402,3210.0056,584.7884,,,,,,,,
SceneComponent,BP_Trap_Ground_Bleed_C,BP_Trap_Ground_Bleed_C_UAID_046874882494449B02_566cfd8f809d947c_1513254064,8545.6045,-21482.424,114.75808,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Bleed_C,BP_Trap_Ground_Bleed_C_UAID_046874882494449B02_566cfd8f809d947c_1513258065,8202.871,-20588.643,115.31739,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Bleed_C,BP_Trap_Ground_Bleed_C_UAID_046874882494449B02_566cfd8f809d947c_1513260066,8930.692,-21966.248,113.88386,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_ExplosiveBleed_C,BP_Trap_Ground_ExplosiveBleed_C_UAID_00FF8EFC2BEF215102_10af68cfa2816a47_1509038725,-58591.246,-13222.05,3501.2502,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_ExplosiveBleed_C,BP_Trap_Ground_ExplosiveBleed_C_UAID_00FF8EFC2BEF215102_10af68cfa2816a47_1565865727,-57168.207,-11813.249,3430.2341,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_ExplosiveBleed_C,BP_Trap_Ground_ExplosiveBleed_C_UAID_00FF8EFC2BEF215102_8c9fe9f5eddf1ec3_1509038725,-44041.465,40450.742,2014.255,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_ExplosiveBleed_C,BP_Trap_Ground_ExplosiveBleed_C_UAID_00FF8EFC2BEF215102_8c9fe9f5eddf1ec3_1565865727,-42047.99,40259.39,2079.292,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_ExplosiveBleed_C,BP_Trap_Ground_ExplosiveBleed_C_UAID_00FF8EFC2BEFD45502_29c2b06bf31f4049_1237536284,-58768.324,-18159.928,5362.374,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_ExplosiveBleed_C,BP_Trap_Ground_ExplosiveBleed_C_UAID_00FF8EFC2BEFD45502_29c2b06bf31f4049_1410034287,-59190.754,-18345.178,4903.0566,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_ExplosiveBleed_C,BP_Trap_Ground_ExplosiveBleed_C_UAID_00FF8EFC2BEFD45502_549ddff7aeb43b0c_1237536284,-7878.8867,-20025.348,-498.1355,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_ExplosiveBleed_C,BP_Trap_Ground_ExplosiveBleed_C_UAID_00FF8EFC2BEFD45502_549ddff7aeb43b0c_1410034287,-7999.4995,-19580.13,-957.453,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_ExplosiveBleed_C,BP_Trap_Ground_ExplosiveBleed_C_UAID_00FF8EFC2BEFD45502_5c69b16e055916f3_1237536284,23924.252,-305.87485,1640.5178,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_ExplosiveBleed_C,BP_Trap_Ground_ExplosiveBleed_C_UAID_00FF8EFC2BEFD45502_5c69b16e055916f3_1410034287,23530.615,-546.3241,1181.2003,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_ExplosiveBleed_C,BP_Trap_Ground_ExplosiveBleed_C_UAID_00FF8EFC2BEFD45502_d990cc2f1f227046_1237536284,22761.729,5861.0684,1644.5581,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_ExplosiveBleed_C,BP_Trap_Ground_ExplosiveBleed_C_UAID_00FF8EFC2BEFD45502_d990cc2f1f227046_1410034287,23221.076,5819.0547,1185.2406,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_ExplosiveBleed_C,BP_Trap_Ground_ExplosiveBleed_C_UAID_18C04DA8201B437902_1955f5d21cbe47a4_1151853181,21451.385,6653.878,2374.5698,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_ExplosiveBleed_C,BP_Trap_Ground_ExplosiveBleed_C_UAID_18C04DA8201B437902_1955f5d21cbe47a4_1151885197,19685.496,5966.714,2389.1511,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_ExplosiveBleed_C,BP_Trap_Ground_ExplosiveBleed_C_UAID_50EBF6D29969097C02_fa61c736281e8a8a_1948608237,-40190.402,-27696.977,8600.024,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_ExplosiveBleed_C,BP_Trap_Ground_ExplosiveBleed_C_UAID_50EBF6D29969097C02_fa61c736281e8a8a_1972475238,-39818.44,-28414.078,8642.799,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_00FF8EFC2BEF215102_10af68cfa2816a47_1542733726,-57838.97,-12368.075,3480.6274,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_00FF8EFC2BEF215102_8c9fe9f5eddf1ec3_1542733726,-42905.08,40419.47,2071.39,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_00FF8EFC2BEFD45502_29c2b06bf31f4049_1269162285,-57889.215,-17602.836,5960.904,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_00FF8EFC2BEFD45502_549ddff7aeb43b0c_1269162285,-7458.206,-20977.299,100.39409,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_00FF8EFC2BEFD45502_5c69b16e055916f3_1269162285,24720.334,364.52634,2239.0474,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_00FF8EFC2BEFD45502_d990cc2f1f227046_1269162285,21722.861,5798.305,2243.0876,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_00FF8EFC2BEFFB5502_0db63d81c574f015_2075180290,14358.007,14113.376,1570.9087,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_00FF8EFC2BEFFB5502_0db63d81c574f015_2075183291,14813.059,14387.943,1539.161,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_00FF8EFC2BEFFB5502_0db63d81c574f015_2075188292,13962.665,13889.42,1568.0253,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_00FF8EFC2BEFFB5502_3c3291fccc4d0ca2_2075180290,-30250.607,-45997.02,5241.9053,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_00FF8EFC2BEFFB5502_3c3291fccc4d0ca2_2075183291,-30638.506,-46360.33,5210.157,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_00FF8EFC2BEFFB5502_3c3291fccc4d0ca2_2075188292,-29910.57,-45695.645,5239.0215,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_00FF8EFC2BEFFB5502_b4eb7b5d453a345a_2075180290,22167.578,-21488.207,2125.2166,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_00FF8EFC2BEFFB5502_b4eb7b5d453a345a_2075183291,22608.812,-21786.041,2116.5059,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_00FF8EFC2BEFFB5502_b4eb7b5d453a345a_2075188292,21798.17,-21224.625,2102.3945,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_00FF8EFC2BEFFB5502_e41ce24b7b9363e5_2075180290,-24634.865,29587.822,927.78143,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_00FF8EFC2BEFFB5502_e41ce24b7b9363e5_2075183291,-25165.424,29618.934,896.0336,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_00FF8EFC2BEFFB5502_e41ce24b7b9363e5_2075188292,-24182.178,29548.77,924.89795,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_00FF8EFC2BEFFB5502_e5dd62a3af5a34cb_2075180290,-56909.69,-19525.566,6441.711,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_00FF8EFC2BEFFB5502_e5dd62a3af5a34cb_2075183291,-56798.75,-20045.328,6409.963,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_00FF8EFC2BEFFB5502_e5dd62a3af5a34cb_2075188292,-56992.293,-19078.77,6438.827,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_04D9F5F93AD54B5D02_c71ad3ef090f6a00_1561015091,-54221.273,34103.492,1733.2859,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_04D9F5F93AD54B5D02_c71ad3ef090f6a00_1613771092,-55465.574,36191.332,1733.2859,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_04D9F5F93AD54B5D02_c71ad3ef090f6a00_1613779093,-55084.844,36324.598,1733.2859,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_04D9F5F93AD55B4B02_126232618081b8ee_1289643629,-26384.676,-9817.094,1434.7335,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_04D9F5F93AD5616602_1955f5d21cbe47a4_1262224419,21030.402,2908.0684,654.93964,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_04D9F5F93AD5616602_1955f5d21cbe47a4_1396964425,20300.004,1520.3707,654.93964,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_04D9F5F93AD5616602_1955f5d21cbe47a4_1402421426,20438.826,1469.8544,654.93964,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_04D9F5F93AD5616602_1955f5d21cbe47a4_1542160429,21899.424,4552.6685,608.6663,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_04D9F5F93AD5904702_97971df2a4ca033d_1737071069,-36220.266,-26670.53,7652.963,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_04D9F5F93AD59A6C02_29c4ea76462ed633_1095488447,-34183.668,22222.088,-310.83167,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_04D9F5F93AD59A6C02_29c4ea76462ed633_1117437448,-29393.99,21697.885,-309.74924,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_04D9F5F93AD59A6C02_29c4ea76462ed633_1129265449,-28032.928,20792.879,-314.43887,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_04D9F5F93AD5A46602_1955f5d21cbe47a4_1569745835,21098.955,249.24959,652.2427,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_04D9F5F93AD5FA3502_200fe159653a847b_1512651520,-62287.13,-17265.182,1548.0615,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_04D9F5F93AD5FA3502_200fe159653a847b_1530996528,-62232.383,-17292.992,1548.0615,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_04D9F5F93AD5FA3502_8842c8402fd3ec16_1411386503,-62127.83,-12380.883,1535.214,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_04D9F5F93AD5FA3502_8842c8402fd3ec16_1438214504,-62003.27,-13201.969,1554.9851,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_04D9F5F93AD5FA3502_f5f3745e62dd497c_1867934732,-65481.84,-202.56628,1684.1058,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_04D9F5F93AD5FA3502_f5f3745e62dd497c_2062591733,-66053.4,-122.82646,1673.0305,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_04D9F5F93AD5FA3502_f5f3745e62dd497c_2094766734,-66572.55,-455.84702,1686.3689,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_04D9F5F93AD5FA3502_f5f3745e62dd497c_2114112735,-66253.92,-1696.2605,1687.3304,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_04D9F5F93AD5FA3502_f5f3745e62dd497c_2138918736,-65074.945,-1859.9346,1697.0632,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_04D9F5F93AD5FC6102_c71ad3ef090f6a00_1226543492,-52091.555,34490.906,1733.2859,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_18C04DA8201B437902_1955f5d21cbe47a4_1151865186,20569.053,6209.9985,2385.723,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_581CF8B72315195002_126232618081b8ee_1781336617,-26302.207,-9402.073,1434.5596,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trap_Ground_Explosive_C,BP_Trap_Ground_Explosive_C_UAID_581CF8B72315C15A02_c71ad3ef090f6a00_1522192614,-54870.305,34169.234,1733.2859,,50.0,Blueprint,1.0 HP,,,,
SceneComponent,BP_Trapdoor_01a_C,BP_Trapdoor_01a_C_UAID_046874882494859A02_367755be1ccb9d60_1585869807,-28328.877,-9632.941,2099.298,,,,,,,,
SceneComponent,BP_Trapdoor_01a_C,BP_Trapdoor_01a_C_UAID_04D9F5F93AD5379A02_6bf7ed90f87edc78_1459765992,-7852.4395,-16055.092,2785.9302,,,,,,,,
SceneComponent,BP_Trapdoor_01a_C,BP_Trapdoor_01a_C_UAID_04D9F5F93AD5379A02_6bf7ed90f87edc78_1497893993,-7754.443,-15908.405,2411.04,,,,,,,,
SceneComponent,BP_Trapdoor_01a_C,BP_Trapdoor_01a_C_UAID_04D9F5F93AD5969902_6bf7ed90f87edc78_2008408803,-7778.5693,-15871.31,4062.9414,,,,,,,,
SceneComponent,BP_Trapdoor_01a_C,BP_Trapdoor_01a_C_UAID_04D9F5F93AD5969902_6bf7ed90f87edc78_2034198804,-7619.473,-15916.371,3437.3755,,,,,,,,
SceneComponent,BP_Trapdoor_01a_C,UNP_BP_Trapdoor_01a_39c53a56517c239f_0,14591.719,13383.366,2569.562,,,,,InventoryDefinition_Key'ID_Key_Bronze',,,
SceneComponent,BP_Trapdoor_01a_C,UNP_BP_Trapdoor_01a_3e62a173f235e900_0,21580.936,-21964.4,3132.1594,,,,,InventoryDefinition_Key'ID_Key_Bronze',,,
SceneComponent,BP_Trapdoor_01a_C,UNP_BP_Trapdoor_01a_6c4c20721545df36_0,-30631.215,-45331.684,6240.5586,,,,,InventoryDefinition_Key'ID_Key_Bronze',,,
SceneComponent,BP_Trapdoor_01a_C,UNP_BP_Trapdoor_01a_a1b8e9568afcd202_0,-57676.0,-19508.117,7440.3643,,,,,InventoryDefinition_Key'ID_Key_Bronze',,,
SceneComponent,BP_Trapdoor_01a_C,UNP_BP_Trapdoor_01a_a595927790dec5fd_0,-47747.46,-7986.7197,3436.195,,,,,,,,
SceneComponent,BP_Trapdoor_01a_C,UNP_BP_Trapdoor_01a_b48abfd6dd8426a8_0,-24414.484,30321.967,1926.4347,,,,,InventoryDefinition_Key'ID_Key_Bronze',,,
SceneComponent,BP_Trapdoor_01a_C,UNP_ChildActor_7b548543dc2c1a62_0,-46059.55,32611.182,1903.3402,,,,,,,,
SceneComponent,BP_Trapdoor_01a_C,UNP_ChildActor_UAID_046874882494F39502_fa61c736281e8a8a_1309467606,-38060.64,-31116.033,7545.144,,,,,,,,
SceneComponent,BP_Trapdoor_01a_C,UNP_ChildActor_UAID_046874882494FE9802_29c4ea76462ed633_1775123793,-28821.215,19513.87,236.11624,,,,,,,,
SceneComponent,BP_Trapdoor_01a_C,UNP_ChildActor_UAID_046874882494FE9802_29c4ea76462ed633_1778060949,-33141.53,21957.025,234.24985,,,,,,,,
SceneComponent,BP_Trapdoor_01a_C,UNP_Trapdoor_01_1c556f47455d4841_0,-2710.2693,2960.4092,418.0275,,,,,,,,
SceneComponent,BP_Trapdoor_01a_C,UNP_Trapdoor_01_5aa9c7cba1521a97_0,-37576.906,-5920.2773,2991.204,,,,,,,,
SceneComponent,BP_Trapdoor_01a_C,UNP_Trapdoor_01_UAID_046874882494977D02_f5f3745e62dd497c_1270707798,-65571.4,-1960.7573,2245.2737,,,,,,,,
SceneComponent,BP_Trapdoor_01a_C,UNP_Trapdoor_02_1c556f47455d4841_1,-4053.7263,560.24634,275.13464,,,,,,,,
SceneComponent,BP_Waterwheel_01a_C,UNP_BP_Waterwheel_01a_86279adec2ec3b27_0,-15068.791,18020.77,-369.96313,,,,,,,,
SceneComponent,BP_Window_195x105_BST_02b_C,BP_Window_195x105_BST_02b_C_6bf7ed90f87edc78_1,-7160.099,-16195.015,4149.3105,,,,10.0 HP,,,,
SceneComponent,BP_Window_195x105_BST_02b_C,BP_Window_195x105_BST_02b_C_6bf7ed90f87edc78_2,-7070.826,-16562.312,4149.3105,,,,10.0 HP,,,,
SceneComponent,BP_Window_195x105_BST_02b_C,BP_Window_195x105_BST_02b_C_UAID_04D9F5F93AD5A44502_97971df2a4ca033d_2084680097,-36553.7,-26844.41,9020.649,,,,10.0 HP,,,,
