RootType,OuterType,OuterName,X,Y,Z,DisplayName,SpawnChance,ChanceType,Health,Keyed,LootSource,AISpawner,Visible,HarvestableBy,NodeTag
SceneComponent,BP_Door_Int_SingleWood_03_C,BP_Door_Int_SingleWood_03_C_UAID_08BFB82FEC6A71E302_8120ab00ad815ff9_1181363171,12598.173,20613.514,-1634.7012,,,,,,,,,,
SceneComponent,BP_Door_Int_SingleWood_03_C,BP_Door_Int_SingleWood_03_C_UAID_581CF8B723153C5202_6944a5393d194d48_1286227929,11188.528,20519.008,-1967.4952,Bronze Key,,,,InventoryDefinition_Key'ID_Key_Bronze',,,,,
SceneComponent,BP_Door_Int_SingleWood_03_C,BP_Door_Int_SingleWood_03_C_UAID_581CF8B72315EC5102_2b1cf6401ef78c3e_1820459569,15498.958,18998.51,-1636.0345,,,,,,,,,,
SceneComponent,BP_Door_Int_SingleWood_03_C,UNP_BP_Door_Ext_SingleWood_01a2_4980766c61eef4cd_0,-3760.2644,10817.414,-1966.4908,,,,,,,,,,
SceneComponent,BP_Door_Int_SingleWood_03_C,UNP_BP_Door_Ext_SingleWood_01a5_4980766c61eef4cd_4,-5305.087,10635.013,-1556.8356,Gold Key,,,,InventoryDefinition_Key'ID_Key_Gold',,,,,
SceneComponent,BP_Door_Int_SingleWood_03_C,UNP_BP_Door_Ext_SingleWood_01a6_4980766c61eef4cd_5,-4769.314,10769.216,-1556.8356,Bronze Key,,,,InventoryDefinition_Key'ID_Key_Bronze',,,,,
SceneComponent,BP_Door_Int_SingleWood_03_C,UNP_BP_Door_Ext_SingleWood_01a7_4980766c61eef4cd_6,-3915.6125,10983.058,-1556.8356,,,,,,,,,,
SceneComponent,BP_Door_Int_SingleWood_03_C,UNP_BP_Door_Ext_SingleWood_01a_4980766c61eef4cd_1,-5069.4756,11279.073,-1966.4907,,,,,,,,,,
SceneComponent,BP_Door_Int_SingleWood_03_C,UNP_BP_Door_Ext_Single_01a3_UAID_046874882494A69802_68e0512c24d92e8f_1367181966,12595.47,17867.17,-1988.4545,,,,,,,,,,
SceneComponent,BP_Door_Int_SingleWood_03_C,UNP_BP_Door_Ext_Single_01a3_ca1edcb028361fa8_0,39287.004,15955.422,-2167.8704,,,,,,,,,,
SceneComponent,BP_Door_Int_SingleWood_03_C,UNP_BP_Door_Ext_Single_01a_c1357729720cf173_0,14106.626,21331.393,-1963.5575,,,,,,,,,,
SceneComponent,BP_Door_Int_SingleWood_03_C,UNP_BP_Door_Ext_Single_05a1_68479541b25a7529_0,25095.996,44555.574,-2117.0088,,,,,,,,,,
SceneComponent,BP_Door_Int_SingleWood_03_C,UNP_BP_Door_Ext_Single_05a1_UAID_04D9F5F93AD53DD102_68479541b25a7529_2016772453,25541.992,44999.203,-2117.0088,,,,,,,,,,
SceneComponent,BP_Door_Int_SingleWood_03_C,UNP_BP_Door_Ext_Single_05a1_UAID_D843AE1A93E5A27D02_143482fa8e70245c_2137868179,-9237.935,-6787.0947,-1968.59,Cellar Key of Chevalier's Remise,,,,InventoryDefinition_Key'ID_Key_U_CellarChevalierRemise',,,,,
SceneComponent,BP_Door_Int_SingleWood_03_C,UNP_BP_Door_Ext_Single_05a2_4481ef720ae1ae21_1,-9631.734,-7551.017,-981.64996,,,,,,,,,,
SceneComponent,BP_Door_Int_SingleWood_03_C,UNP_BP_Door_Ext_Single_05a2_68479541b25a7529_1,24986.82,44722.902,-1754.1711,,,,,,,,,,
SceneComponent,BP_Door_Int_SingleWood_03_C,UNP_BP_Door_Ext_Single_05a3_68479541b25a7529_2,26028.717,45230.367,-1754.1711,,,,,,,,,,
SceneComponent,BP_Door_Int_SingleWood_03_C,UNP_BP_Door_Ext_Single_05a3_UAID_D843AE1A93E5A27D02_143482fa8e70245c_2137864178,-9603.058,-5861.218,-1970.7205,Cellar Key of Chevalier's Remise,,,,InventoryDefinition_Key'ID_Key_U_CellarChevalierRemise',,,,,
SceneComponent,BP_Door_Int_SingleWood_03_C,UNP_BP_Door_Ext_Single_05a4_4481ef720ae1ae21_4,-10665.627,-7540.6147,-1968.5898,,,,,,,,,,
SceneComponent,BP_Door_Int_SingleWood_03_C,UNP_BP_Door_Ext_Single_05a4_68479541b25a7529_3,25661.44,44863.09,-1754.1711,,,,,,,,,,
SceneComponent,BP_Door_Int_SingleWood_03_C,UNP_BP_Door_Ext_Single_05a5_4481ef720ae1ae21_0,-10210.449,-7510.6626,-981.64996,,,,,,,,,,
SceneComponent,BP_Door_Int_SingleWood_03_C,UNP_BP_Door_Ext_Single_05a5_4481ef720ae1ae21_5,-10277.518,-7036.092,-981.64996,,,,,,,,,,
SceneComponent,BP_Door_Int_SingleWood_03_C,UNP_BP_Door_Ext_Single_05a5_68479541b25a7529_4,25296.088,44496.406,-1754.1711,,,,,,,,,,
SceneComponent,BP_Door_Int_SingleWood_03_C,UNP_BP_Door_Ext_Single_05a_4481ef720ae1ae21_0,-9234.009,-6786.032,-1474.65,,,,,,,,,,
SceneComponent,BP_Door_Int_SingleWood_03_C,UNP_BP_Window_Ext_Single_07a3_2fa6262d75ac1966_0,39620.97,16627.646,-1615.4222,,,,,,,,,,
SceneComponent,BP_Door_Int_SingleWood_03_C,UNP_BP_Window_Ext_Single_07a3_UAID_04D9F5F93AD55E4A02_2fa6262d75ac1966_2120226809,40116.08,16491.83,-1615.4222,Silver Key,,,,InventoryDefinition_Key'ID_Key_Silver',,,,,
SceneComponent,BP_Door_Int_SingleWood_04a_C,UNP_BP_Door_Ext_Single_01a3_UAID_046874882494977D02_be6a6beac2196855_1270198705,10055.599,30984.758,-1909.2203,Bronze Key,,,,InventoryDefinition_Key'ID_Key_Bronze',,,,,
SceneComponent,BP_Door_Large_01a_C,StaticMeshActor_UAID_581CF8B72315118702_adcabc3b77726472_1370360684,37410.15,-19489.27,-4743.0913,,,,,,,,,,
SceneComponent,BP_Door_Large_01a_C,UNP_BP_Door_2p_01_W1_4980766c61eef4cd_1,-3326.3652,10636.843,-1995.3378,,,,,,,,,,
SceneComponent,BP_Door_Large_01a_C,UNP_BP_Door_2p_01_W1_ae54c015e4f59828_1,-27491.996,13929.171,-1311.2004,,,,,,,,,,
SceneComponent,BP_Door_Large_01a_C,UNP_BP_Door_2p_01_W3_ae54c015e4f59828_2,-26345.918,12217.037,-1311.2004,,,,,,,,,,
SceneComponent,BP_Door_Large_01a_C,UNP_BP_Door_2p_01_W_02262a5d03e70a69_0,15877.353,22287.77,-1997.9156,,,,,,,,,,
SceneComponent,BP_Door_Large_01a_C,UNP_BP_Door_2p_01_W_25ca934595595c8c_0,37667.703,23674.336,-2317.9724,,,,,,,,,,
SceneComponent,BP_Door_Large_01a_C,UNP_BP_Door_2p_01_W_4980766c61eef4cd_0,-3636.4019,11874.578,-1995.3378,,,,,,,,,,
SceneComponent,BP_Door_Large_01a_C,UNP_BP_Door_2p_01_W_51a1ca1d1dfeb498_0,-28664.398,15083.75,-1317.8834,,,,,,,,,,
SceneComponent,BP_Door_Large_01a_C,UNP_BP_Door_2p_01_W_5bce2d7608ceaeda_0,10414.201,18746.148,-1999.0582,,,,,,,,,,
SceneComponent,BP_Door_Large_01a_C,UNP_BP_Door_2p_01_W_68311c2d437c6b8f_0,23921.617,46616.746,-2125.0088,,,,,,,,,,
SceneComponent,BP_Door_Large_01a_C,UNP_BP_Door_2p_01_W_ae54c015e4f59828_0,-28475.746,11852.753,-1311.2004,,,,,,,,,,
SceneComponent,BP_Door_Large_02a_C,UNP_BP_Door_2p_01_W_039ab8d01f784483_0,-22737.176,24045.309,-903.6148,,,,,,,,,,
SceneComponent,BP_Door_Large_02a_C,UNP_BP_Door_2p_01_W_3059d67b4bbc9d72_0,9211.017,-1618.7598,-1169.2157,,,,,,,,,,
SceneComponent,BP_Door_Large_02a_C,UNP_BP_Door_2p_01_W_31b34140d09411f6_0,-18281.121,43884.676,351.35614,,,,,,,,,,
SceneComponent,BP_Door_Large_02a_C,UNP_BP_Door_2p_01_W_3d7e79e141461900_0,-17316.262,-3052.9634,-1839.0028,,,,,,,,,,
SceneComponent,BP_Door_Large_02a_C,UNP_BP_Door_2p_01_W_85570c7134ea172a_0,-3184.5735,16225.032,-1995.8486,,,,,,,,,,
SceneComponent,BP_Door_Large_02a_C,UNP_BP_Door_Large_02a1_2fa6262d75ac1966_0,39371.1,17287.027,-2167.6477,,,,,,,,,,
SceneComponent,BP_Door_MedCart_01a_C,UNP_BP_Door_MedCart_01a_6cece6cb50bed0e4_0,18628.38,-7428.421,-583.2782,,,,,,,,,,
SceneComponent,BP_Door_MedCart_01a_C,UNP_BP_Door_MedCart_01a_UAID_0468748824945BB902_11158c6f7229cdc0_1707544662,4708.3066,10111.553,-1581.2345,,,,,,,,,,
SceneComponent,BP_EasyFog_C,BP_EasyFog_C_UAID_9C6B002263F7223802_0e4a4cb4ab76a687_1626818716,-340576.6,976148.7,24915.0,,,,,,,,,,
SceneComponent,BP_EasyFog_C,BP_EasyFog_C_UAID_9C6B002263F7223802_60e189acded2d404_2086474613,1341588.6,275542.66,461387.44,,,,,,,,,,
SceneComponent,BP_EasyFog_C,BP_EasyFog_C_UAID_9C6B002263F7223802_60e189acded2d404_2086475614,1341598.6,275552.66,461387.44,,,,,,,,,,
SceneComponent,BP_EasyFog_C,BP_EasyFog_C_UAID_9C6B002263F7223802_da00f1e630e0f1af_2054469604,2454482.8,564250.94,2360292.2,,,,,,,,,,
SceneComponent,BP_ExtractorsCache_M01_C,BP_ExtractorsCache_M01_C_UAID_D843AE1A93E5AEE502_1860531288,37576.984,24486.057,-2078.4106,,,,,,,,,,
SceneComponent,BP_FamilyRegister_C,BP_FamilyRegister_C_UAID_04D9F5F93AD5735A02_1004ba2f6eb96028_1966739715,-4968.6772,10426.008,-1451.4277,,,,,,,,,,
SceneComponent,BP_FogDisableVolume_Base_C,BP_FogDisableVolume_Base_C_UAID_10FFE0F0DC0E25E602_68479541b25a7529_1760180213,25330.908,44880.59,-2652.266,,,,,,,,,,
SceneComponent,BP_FogDisableVolume_Base_C,BP_FogDisableVolume_Base_C_UAID_581CF8D81CD7B9A302_fee95617eaee0162_1527387047,43083.508,-16168.066,-8065.7583,,,,,,,,,,
SceneComponent,BP_GrainRecord_C,BP_GrainRecord_C_UAID_04D9F5F93AD5725A02_75f24b53c5c4d0ce_1120585349,-17003.363,39331.895,2566.5996,,,,,,,,,,
SceneComponent,BP_HangingHerbRope_C,BP_HangingHerbRope_C_UAID_581CF8B723153D5202_6944a5393d194d48_1141990158,11358.707,20181.855,-1786.983,,,,,,,,,,
SceneComponent,BP_LiftHandle_C,BP_LiftHandle_C_UAID_04D9F5F93AD5C0A002_abfa6e52c4152467_1903550373,37186.73,-21162.75,-7554.392,,,,,,,,,,
SceneComponent,BP_LiftHandle_C,BP_LiftHandle_C_UAID_04D9F5F93AD5C1A002_abfa6e52c4152467_1165093562,37187.06,-21156.34,-5270.2236,,,,,,,,,,
SceneComponent,BP_LiftHandle_C,BP_LiftHandle_C_UAID_04D9F5F93AD5E0A002_9e8da11e2d3b4773_1305568340,43823.5,-23585.848,-5453.8296,,,,,,,,,,
SceneComponent,BP_LiftHandle_C,BP_LiftHandle_C_UAID_04D9F5F93AD5E0A002_9e8da11e2d3b4773_1305570341,43818.945,-23581.326,-3169.661,,,,,,,,,,
SceneComponent,BP_Lift_02A_C,BP_Lift_02A_C_UAID_04D9F5F93AD5C0A002_abfa6e52c4152467_1832546372,36880.95,-21113.037,-7651.2393,,,,,,,,,,
SceneComponent,BP_Lift_02A_C,BP_Lift_02A_C_UAID_04D9F5F93AD5E0A002_9e8da11e2d3b4773_1305563339,43582.35,-23780.332,-5550.677,,,,,,,,,,
SceneComponent,BP_LouisMothersNote_C,BP_LouisMothersNote_C_UAID_04D9F5F93AD5395E02_e9710943a2517302_1260541166,14794.995,20952.613,-2223.0923,,,,,,,,,,
SceneComponent,BP_Moon_C,BP_Moon_C_UAID_9C6B002263F7233802_100c7e2aea545259_1124226241,-149210.0,785360.0,353700.0,,,,,,,,,,
SceneComponent,BP_PreservedHand_C,BP_PreservedHand_C_UAID_D843AE1A93E5A97C02_fee95617eaee0162_1124274107,33401.457,-14926.076,-4703.061,,,,,,,,,,
SceneComponent,BP_Q05_DiaryBishop_C,BP_Q05_DiaryBishop_C_4b003ba387a57fa1_1,18682.445,-4697.9717,-684.3762,,,,,,,,,,
SceneComponent,BP_Q05_Water02_C,BP_Q05_Water02_C_UAID_04D9F5F93AD55C5602_1976d01c9ea3278b_2088103505,46366.49,44467.082,-1802.8745,,,,,,,,,,
SceneComponent,BP_Q10_GoldenLeafTobacco_C,BP_Q10_GoldenLeafTobacco_C_UAID_581CF8B72315E99302_70a1cae7777e20a4_1681347743,38877.145,-3297.305,-934.73285,,,,,,,,,,
SceneComponent,BP_RaidSpawnLocation_C,BP_RaidSpawnLocation_C_UAID_9C6B002263F7EE3702_1269586870,7344.081,48840.67,-1642.1282,,,,,,,,,,
SceneComponent,BP_RaidSpawnLocation_C,BP_RaidSpawnLocation_C_UAID_9C6B002263F7EE3702_1269590873,30220.215,48840.67,-1642.1282,,,,,,,,,,
SceneComponent,BP_RaidSpawnLocation_C,BP_RaidSpawnLocation_C_UAID_9C6B002263F7EE3702_1269594876,25210.74,-11579.897,584.55035,,,,,,,,,,
SceneComponent,BP_RaidSpawnLocation_C,BP_RaidSpawnLocation_C_UAID_9C6B002263F7EE3702_1269595877,-2067.894,-11587.549,-1718.5114,,,,,,,,,,
SceneComponent,BP_RaidSpawnLocation_C,BP_RaidSpawnLocation_C_UAID_9C6B002263F7EE3702_1269599880,-30793.014,94.5737,-1718.5114,,,,,,,,,,
SceneComponent,BP_RaidSpawnLocation_C,BP_RaidSpawnLocation_C_UAID_9C6B002263F7EE3702_1269602883,-30975.996,12704.779,-1100.8444,,,,,,,,,,
SceneComponent,BP_RaidSpawnLocation_C,BP_RaidSpawnLocation_C_UAID_9C6B002263F7EE3702_1269605885,-5494.345,48840.67,-399.9314,,,,,,,,,,
SceneComponent,BP_RaidSpawnLocation_C,BP_RaidSpawnLocation_C_UAID_9C6B002263F7EE3702_1269610889,-14207.958,-11587.549,-1718.5114,,,,,,,,,,
SceneComponent,BP_RaidSpawnLocation_C,BP_RaidSpawnLocation_C_UAID_9C6B002263F7EE3702_1269614892,12234.022,-11401.267,-1091.5126,,,,,,,,,,
SceneComponent,BP_RaidSpawnLocation_C,BP_RaidSpawnLocation_C_UAID_9C6B002263F7EE3702_1269617895,-13007.831,48840.668,-55.832092,,,,,,,,,,
SceneComponent,BP_RaidSpawnLocation_C,BP_RaidSpawnLocation_C_UAID_9C6B002263F7EE3702_1269622899,-30975.996,25246.36,-1100.8444,,,,,,,,,,
SceneComponent,BP_RaidSpawnLocation_C,BP_RaidSpawnLocation_C_UAID_9C6B002263F7EE3702_1269626902,-26670.365,-11587.549,-1718.5114,,,,,,,,,,
SceneComponent,BP_RaidSpawnLocation_C,BP_RaidSpawnLocation_C_UAID_9C6B002263F7EE3702_1269627903,-30975.996,38404.684,-1100.8444,,,,,,,,,,
SceneComponent,BP_RaidSpawnLocation_C,BP_RaidSpawnLocation_C_UAID_9C6B002263F7EE3702_1269629905,42873.797,-11867.303,606.06604,,,,,,,,,,
SceneComponent,BP_RaidSpawnLocation_C,BP_RaidSpawnLocation_C_UAID_9C6B002263F7EE3702_1269630906,48040.41,47025.586,208.07991,,,,,,,,,,
SceneComponent,BP_RaidSpawnLocation_C,BP_RaidSpawnLocation_C_UAID_9C6B002263F7EE3702_1269634909,17156.451,48840.67,-1642.1282,,,,,,,,,,
SceneComponent,BP_RaidSpawnLocation_C,BP_RaidSpawnLocation_C_UAID_9C6B002263F7EE3702_1269635910,48646.32,15830.111,-364.63855,,,,,,,,,,
SceneComponent,BP_RaidSpawnLocation_C,BP_RaidSpawnLocation_C_UAID_9C6B002263F7EE3702_1269636911,49376.746,1786.2185,-832.75256,,,,,,,,,,
SceneComponent,BP_RaidSpawnLocation_C,BP_RaidSpawnLocation_C_UAID_9C6B002263F7EE3702_1269638912,49659.01,29960.285,-2058.7227,,,,,,,,,,
SceneComponent,BP_RaidSpawn_C,BP_RaidSpawn_C_0,24834.828,-11159.952,-351.5611,,,,,,,,,,
SceneComponent,BP_RaidSpawn_C,BP_RaidSpawn_C_1,48936.914,15035.474,-808.6531,,,,,,,,,,
SceneComponent,BP_RaidSpawn_C,BP_RaidSpawn_C_10,-11757.946,48376.652,-56.236393,,,,,,,,,,
SceneComponent,BP_RaidSpawn_C,BP_RaidSpawn_C_11,-24525.88,47877.285,480.8932,,,,,,,,,,
SceneComponent,BP_RaidSpawn_C,BP_RaidSpawn_C_12,-30393.3,33169.895,-168.26624,,,,,,,,,,
SceneComponent,BP_RaidSpawn_C,BP_RaidSpawn_C_14,-30454.06,10313.009,-1281.1425,,,,,,,,,,
SceneComponent,BP_RaidSpawn_C,BP_RaidSpawn_C_15,-14851.555,-10886.804,-1631.6744,,,,,,,,,,
SceneComponent,BP_RaidSpawn_C,BP_RaidSpawn_C_16,-25206.082,-11009.898,-1563.7843,,,,,,,,,,
SceneComponent,BP_RaidSpawn_C,BP_RaidSpawn_C_17,12096.159,-11065.597,-601.4545,,,,,,,,,,
SceneComponent,BP_RaidSpawn_C,BP_RaidSpawn_C_18,44856.984,-10943.416,1048.1833,,,,,,,,,,
SceneComponent,BP_RaidSpawn_C,BP_RaidSpawn_C_2,48564.25,28942.79,-2653.41,,,,,,,,,,
SceneComponent,BP_RaidSpawn_C,BP_RaidSpawn_C_3,-2205.4373,-10901.597,-1779.0073,,,,,,,,,,
SceneComponent,BP_RaidSpawn_C,BP_RaidSpawn_C_4,48969.05,1649.5056,-790.20886,,,,,,,,,,
SceneComponent,BP_RaidSpawn_C,BP_RaidSpawn_C_5,33133.863,56513.402,-2017.9751,,,,,,,,,,
SceneComponent,BP_RaidSpawn_C,BP_RaidSpawn_C_6,-30510.91,-1590.6536,-1390.5063,,,,,,,,,,
SceneComponent,BP_RaidSpawn_C,BP_RaidSpawn_C_7,48703.48,48295.87,-2262.5964,,,,,,,,,,
SceneComponent,BP_RaidSpawn_C,BP_RaidSpawn_C_8,15722.055,48515.105,-790.9591,,,,,,,,,,
SceneComponent,BP_RaidSpawn_C,BP_RaidSpawn_C_9,-1404.9924,48540.184,-281.93594,,,,,,,,,,
SceneComponent,BP_RedCandle_C,BP_RedCandle_C_4b003ba387a57fa1_1,18703.807,-3879.2004,-451.06793,,,,,,,,,,
SceneComponent,BP_RedRibbon_C,BP_RedRibbon_C_UAID_04D9F5F93AD52F5D02_1004ba2f6eb96028_1335678271,-5200.0,11410.0,-1447.5181,,,,,,,,,,
SceneComponent,BP_Reynauld_FrancoisDiary_C,BP_Reynauld_FrancoisDiary_C_UAID_D843AE1A93E58E9A02_1236695748,35525.152,36959.027,-1326.9288,,,,,,,,,,
SceneComponent,BP_SPOI_C,BP_SPOI_C_UAID_9C6B002263F7EE3702_1269606886,18973.611,40614.22,-1198.1515,,,,,,,,,,
SceneComponent,BP_SignalHorn_M01_C,BP_SignalHorn_M01_C_UAID_04D9F5F93AD5B95B02_d0b10c543768709f_1907093884,10924.308,31424.557,-1362.315,,,,,,,,,,
SceneComponent,BP_SoundTrap_Corpse_Bagged_C,BP_SoundTrap_Corpse_Bagged_C_UAID_08BFB82FEC6A69DE02_dca082373cf3e830_2075844926,19259.293,-6976.3,-757.2062,,50.0,Blueprint,10.0 HP,,,,False,,
SceneComponent,BP_SoundTrap_Corpse_Fem_C,BP_SoundTrap_Corpse_Fem_C_UAID_04D9F5F93AD56B4902_6bd21faec174208a_1851829459,8693.725,20515.676,-1530.8726,,50.0,Blueprint,10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_C,BP_SoundTrap_Corpse_Fem_C_UAID_04D9F5F93AD5DB4702_4b003ba387a57fa1_1894676132,19143.086,-3851.7656,-79.586395,,50.0,Blueprint,10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_C,BP_SoundTrap_Corpse_Fem_C_UAID_04D9F5F93AD5F73002_46788bd73785bd52_1342232081,37207.613,-14946.204,-5613.8564,,50.0,Blueprint,10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_C,BP_SoundTrap_Corpse_Male_C_UAID_00FF8EFC2BEFD45502_d7bb368d433e8eb6_1076987282,27996.23,-1815.4904,-798.0986,,50.0,Blueprint,10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_C,UNP_BP_SoundTrap_Corpse_Fem1_039ab8d01f784483_0,-22395.81,23530.29,-379.8385,,15.0,Custom),10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_C,UNP_BP_SoundTrap_Corpse_Fem1_3059d67b4bbc9d72_0,9826.434,-1673.8795,-645.43945,,15.0,Custom),10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_C,UNP_BP_SoundTrap_Corpse_Fem1_3d7e79e141461900_0,-17570.922,-2490.004,-1315.2264,,15.0,Custom),10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_C,UNP_BP_SoundTrap_Corpse_Fem_02262a5d03e70a69_0,15344.971,23321.594,-1443.9084,,15.0,Custom),10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_C,UNP_BP_SoundTrap_Corpse_Fem_25ca934595595c8c_0,38301.01,24644.707,-1755.4325,,15.0,Custom),10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_C,UNP_BP_SoundTrap_Corpse_Fem_31b34140d09411f6_0,-17143.057,44123.492,904.1651,,15.0,Custom),10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_C,UNP_BP_SoundTrap_Corpse_Fem_4481ef720ae1ae21_0,-10698.818,-6682.9575,-706.3893,,50.0,Blueprint,10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_C,UNP_BP_SoundTrap_Corpse_Fem_51a1ca1d1dfeb498_0,-27505.477,14988.246,-763.87616,,15.0,Custom),10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_C,UNP_BP_SoundTrap_Corpse_Fem_5bce2d7608ceaeda_0,11063.106,17781.19,-1445.051,,15.0,Custom),10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_C,UNP_BP_SoundTrap_Corpse_Fem_68311c2d437c6b8f_0,23410.39,45572.297,-1571.0016,,15.0,Custom),10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_C,UNP_BP_SoundTrap_Corpse_Fem_85570c7134ea172a_0,-2179.2402,16809.436,-1443.0397,,15.0,Custom),10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_C,UNP_BP_SoundTrap_Corpse_Fem_Hung02a_28f6925f2bba127d_0,29564.781,14697.05,-1439.552,,50.0,Blueprint,10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_C,UNP_BP_SoundTrap_Corpse_Fem_Hung02a_8418679c8d07a0f0_0,10038.129,-8674.309,-422.80652,,50.0,Blueprint,10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_C,UNP_BP_SoundTrap_Corpse_Fem_Hung02a_ae54c015e4f59828_0,-27589.904,13429.315,-893.5832,,50.0,Blueprint,10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_C,UNP_BP_SoundTrap_Corpse_Fem_UAID_046874882494FE9802_e515a311258b40d3_1775120792,-9021.715,43010.19,349.7461,,50.0,Blueprint,10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_C,UNP_NT_CorpseFemale_Hanging_01_38dd6e6fa5f4d608_0,43025.062,35027.44,-1179.34,,50.0,Blueprint,10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_C,UNP_NT_CorpseFemale_Hanging_01_70289b78fbb72873_3,18660.904,41178.19,-693.0577,,50.0,Blueprint,10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_C,UNP_NT_CorpseFemale_Hanging_01_UAID_00FF8EFC2BEF4ABA02_5a6840b2e853ea4f_1323675777,-30273.719,46979.906,970.31213,,50.0,Blueprint,10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_C,UNP_NT_CorpseFemale_Hanging_01_a1088320ad7534bd_0,15854.16,44076.188,-457.38193,,50.0,Blueprint,10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_C,UNP_NT_CorpseFemale_Hanging_02_70289b78fbb72873_0,18468.998,40640.984,-887.7873,,50.0,Blueprint,10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_C,UNP_NT_CorpseFemale_Hanging_03_70289b78fbb72873_1,19191.164,40337.8,-799.23846,,50.0,Blueprint,10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_C,UNP_NT_CorpseFemale_Hanging_04_70289b78fbb72873_2,19203.668,40592.125,-717.3563,,50.0,Blueprint,10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_Hung05a_C,BP_Corpse_Hung_01a_C_0,-13756.829,14323.359,-1769.7584,,50.0,Blueprint,10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_Hung05a_C,BP_Corpse_Hung_01a_C_UAID_00FF8EFC2BEFFE6C02_1993709908,-13864.043,9831.764,-1740.2046,,50.0,Blueprint,10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_Hung05a_C,BP_SoundTrap_Corpse_Fem_Hung05a_C_2306,-15564.531,36673.402,-25.828856,,50.0,Blueprint,10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_Hung05a_C,BP_SoundTrap_Corpse_Fem_Hung05a_C_5,9954.303,10130.278,-1676.1492,,50.0,Blueprint,10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_Hung05a_C,BP_SoundTrap_Corpse_Fem_Hung05a_C_UAID_00FF8EFC2BEF5D8202_129128160f00dfd4_1728908083,39548.492,15681.747,-2188.4285,,50.0,Blueprint,10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_Hung05a_C,BP_SoundTrap_Corpse_Fem_Hung05a_C_UAID_04D9F5F93AD5B13E02_11158c6f7229cdc0_1291634936,4132.7056,11669.609,-2309.1128,,50.0,Blueprint,10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_Hung05a_C,BP_SoundTrap_Corpse_Fem_Hung05a_C_UAID_04D9F5F93AD5B53F02_40332391da5e1e80_1355422889,-3729.4497,13277.105,-1982.0802,,50.0,Blueprint,10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_Hung05a_C,BP_SoundTrap_Corpse_Fem_Hung05a_C_dca082373cf3e830_0,18149.395,-2179.8813,-755.81537,,50.0,Blueprint,10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_Hung05a_C,UNP_BP_SoundTrap_Corpse_Fem_Hung01a_2de73ab1dbba8b5c_0,26269.883,2629.6292,-633.76135,,50.0,Blueprint,10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_Hung05a_C,UNP_BP_SoundTrap_Corpse_Fem_Hung01a_48a1b6cd764c4f8e_0,-26264.44,41926.207,331.93903,,50.0,Blueprint,10.0 HP,,,,True,,
SceneComponent,BP_SoundTrap_Corpse_Fem_Hung05a_C,UNP_BP_SoundTrap_Corpse_Fem_Hung01a_577fd48184060440_0,45547.723,4005.9956,-995.19714,,50.0,Blueprint,10.0 HP,,,,True,,
